"Supplemental Table: APMV-1 complete fusion protein gene squences used for phylodynamic analysis. ""Order code"" corresponds to the host order categorization used for the host phylodynamic model (ANS = Anseriformes, CHI = Domestic chickens, COL = Columbiformes, GAL = other Galliformes, PSI = Psittaciformes, SUL = Suliformes, UN = Unspeficied)"												
Class	Genotype	GenBank Accession #	Isolate	Host	Order	Order Code	World Region	Country	US State	US Region	US Flyway	Year
II	VIIb	KJ525684	SX/SX2	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
II	VIIb	GQ245805	SY-1	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
II	VIIb	FJ608348	TCQQ/Tianjin	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
II	VIIb	GQ245806	XY-11	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
II	VIIb	GQ245807	XY-14	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
II	VIIb	GQ245814	XZ-12	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
II	VIIb	GQ245815	XZ-13	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
II	VIIb	GQ245810	XZ-7	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
II	VIIb	GQ245812	XZ-9	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
II	VIIb	GQ245819	ZJ-17	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
II	VIIb	KC542903	Beijing/02	chicken	Galliformes	CHI	East Asia	China	X	X	X	2009
II	VIIb	FJ882015	HG/Beijing	chicken	Galliformes	CHI	East Asia	China	X	X	X	2009
II	VIIb	KJ450977	Jiangxi/07	chicken	Galliformes	CHI	East Asia	China	X	X	X	2009
II	VIIb	KJ525718	SD/CQ	chicken	Galliformes	CHI	East Asia	China	X	X	X	2009
II	VIIb	KJ525716	SD/MH	chicken	Galliformes	CHI	East Asia	China	X	X	X	2009
II	VIIb	KJ525687	SD/XT	chicken	Galliformes	CHI	East Asia	China	X	X	X	2009
II	VIIb	KC542904	Shandong/01	chicken	Galliformes	CHI	East Asia	China	X	X	X	2009
II	VIIb	JX193076	Guangxi15	chicken	Galliformes	CHI	East Asia	China	X	X	X	2010
II	VIIb	KJ525709	SD/BD	chicken	Galliformes	CHI	East Asia	China	X	X	X	2010
II	VIIb	JN400897	SDLY01	chicken	Galliformes	CHI	East Asia	China	X	X	X	2010
II	VIIb	KJ825877	Guangxi/L1	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIIb	JQ013855	JS-01	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIIb	JQ013857	JS-03	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIIb	JQ013858	JS-04	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIIb	JQ013859	JS-05	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIIb	JQ013863	JS-09	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIIb	JQ013866	JS-12	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIIb	JQ013867	JS-13	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIIb	JQ013869	JS-15	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIIb	JQ013874	JS-20	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIIb	JQ013876	JS-22	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIIb	KC542908	Shandong/01	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIIb	KC542909	Shandong/02	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIIb	KC542914	Hebei/01	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIIb	KJ184600	JS-03	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIIb	KJ184574	JS-04	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIIb	KJ184591	JS-22	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIIb	KT381593	Guangdong/GM5	chicken	Galliformes	CHI	East Asia	China	X	X	X	2013
II	VIIb	KF208470	SD889	chicken	Galliformes	CHI	East Asia	China	X	X	X	2013
II	VIIb	GU124591	sh09	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
II	VIIb	DQ485274	Guangxi15	dove	Columbiformes	COL	East Asia	China	X	X	X	2005
II	VIIb	JX244790	ZQ/17	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2000
II	VIIb	JX244791	SD/54	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2006
II	VIIb	JX244792	SD/55	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2006
II	VIIb	JX244806	113/08	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2008
II	VIIb	GQ245801	SD-15	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2008
II	VIIb	EF589133	98/Guizhou	pheasant	Galliformes	GAL	East Asia	China	X	X	X	1998
II	VIIb	KJ607170	LJS/101107	quail	Galliformes	GAL	East Asia	China	X	X	X	2010
II	VIIb	FJ480779	AG/HLJ070	Japanese sparrowhawk	Accipitriformes	UN	East Asia	China	X	X	X	2006
II	VIIb	FJ480775	HLJ012	long-eared owl	Strigiformes	UN	East Asia	China	X	X	X	2006
II	VIIb	GQ245818	YZ-22	ostrich	Struthioniformes	UN	East Asia	China	X	X	X	2007
II	VIIb	FJ480774	HLJ009	rough-legged buzzard	Accipitriformes	UN	East Asia	China	X	X	X	2006
II	VIIb	FJ480776	HLJ013	rough-legged buzzard	Accipitriformes	UN	East Asia	China	X	X	X	2006
II	VIIb	JX482550	H12	seafowl	Unspecified	UN	East Asia	China	X	X	X	2011
II	VIId	EF592504	HLJ-48	bean goose	Anseriformes	ANS	East Asia	China	X	X	X	2006
II	VIId	FJ754272	WF00D	duck	Anseriformes	ANS	East Asia	China	X	X	X	2000
II	VIId	KC750150	GD/SD	duck	Anseriformes	ANS	East Asia	China	X	X	X	2006
II	VIId	HM188393	SDBZH	duck	Anseriformes	ANS	East Asia	China	X	X	X	2007
II	VIId	HM188394	SDDY	duck	Anseriformes	ANS	East Asia	China	X	X	X	2007
II	VIId	HM188396	SDTA	duck	Anseriformes	ANS	East Asia	China	X	X	X	2007
II	VIId	KC750154	GD/JY	duck	Anseriformes	ANS	East Asia	China	X	X	X	2008
II	VIId	KJ525679	SD/DZ	duck	Anseriformes	ANS	East Asia	China	X	X	X	2008
II	VIId	KC750155	GD/YF	duck	Anseriformes	ANS	East Asia	China	X	X	X	2009
II	VIId	KJ525680	SD/LY	duck	Anseriformes	ANS	East Asia	China	X	X	X	2009
II	VIId	AF456436	JS/3	goose	Anseriformes	ANS	East Asia	China	X	X	X	1998
II	VIId	FJ754273	WF00G	goose	Anseriformes	ANS	East Asia	China	X	X	X	2000
II	VIId	AF456438	ZJ/1	goose	Anseriformes	ANS	East Asia	China	X	X	X	2000
II	VIId	AF431744	ZJ1	goose	Anseriformes	ANS	East Asia	China	X	X	X	2000
II	VIId	DQ417110	Jiangsu/JS01	goose	Anseriformes	ANS	East Asia	China	X	X	X	2001
II	VIId	AF456442	JS/5	goose	Anseriformes	ANS	East Asia	China	X	X	X	2001
II	VIId	AF456441	JS/6	goose	Anseriformes	ANS	East Asia	China	X	X	X	2001
II	VIId	AF456444	JS/7	goose	Anseriformes	ANS	East Asia	China	X	X	X	2001
II	VIId	JF340367	JSG0210	goose	Anseriformes	ANS	East Asia	China	X	X	X	2002
II	VIId	AF473851	SF02	goose	Anseriformes	ANS	East Asia	China	X	X	X	2002
II	VIId	DQ363534	Jiangsu/JS03	goose	Anseriformes	ANS	East Asia	China	X	X	X	2003
II	VIId	EF211807	JS/1	goose	Anseriformes	ANS	East Asia	China	X	X	X	2005
II	VIId	EF211809	JS/3	goose	Anseriformes	ANS	East Asia	China	X	X	X	2005
II	VIId	EF211810	JS/4	goose	Anseriformes	ANS	East Asia	China	X	X	X	2005
II	VIId	KJ525676	GD/GZ	goose	Anseriformes	ANS	East Asia	China	X	X	X	2006
II	VIId	EF579734	Guangdong/GZ	goose	Anseriformes	ANS	East Asia	China	X	X	X	2006
II	VIId	DQ363531	Jiangsu/JS06	goose	Anseriformes	ANS	East Asia	China	X	X	X	2006
II	VIId	EF211811	JS/5	goose	Anseriformes	ANS	East Asia	China	X	X	X	2006
II	VIId	EF211812	JS/6	goose	Anseriformes	ANS	East Asia	China	X	X	X	2006
II	VIId	EF211813	JS/7	goose	Anseriformes	ANS	East Asia	China	X	X	X	2006
II	VIId	GQ245793	XZ-18	goose	Anseriformes	ANS	East Asia	China	X	X	X	2007
II	VIId	GQ245794	YZ-19	goose	Anseriformes	ANS	East Asia	China	X	X	X	2007
II	VIId	FJ240168	HLJ/LL01	goose	Anseriformes	ANS	East Asia	China	X	X	X	2008
II	VIId	GQ255639	GPMV-SH	goose	Anseriformes	ANS	East Asia	China	X	X	X	2009
II	VIId	JQ013862	JS-08	goose	Anseriformes	ANS	East Asia	China	X	X	X	2011
II	VIId	KU200249	Jilin/SP01	goose	Anseriformes	ANS	East Asia	China	X	X	X	2014
II	VIId	KU200250	Jilin/DA05	goose	Anseriformes	ANS	East Asia	China	X	X	X	2015
II	VIId	GQ849007	JSD0812	laying duck	Anseriformes	ANS	East Asia	China	X	X	X	2008
II	VIId	EF521889	HLJ-13	mallard	Anseriformes	ANS	East Asia	China	X	X	X	2005
II	VIId	KM885167	LGD/1	mallard	Anseriformes	ANS	East Asia	China	X	X	X	2005
II	VIId	FJ480783	HLJ361	mallard	Anseriformes	ANS	East Asia	China	X	X	X	2005
II	VIId	EF592508	HLJ-78	mallard	Anseriformes	ANS	East Asia	China	X	X	X	2006
II	VIId	KU726619	Adygea/927	mallard	Anseriformes	ANS	Europe	Russia	X	X	X	2007
II	VIId	KP189357	Adygea/12	mallard	Anseriformes	ANS	Europe	Russia	X	X	X	2008
II	VIId	FJ480824	GD/1	mallard	Anseriformes	ANS	East Asia	China	X	X	X	2005
II	VIId	EF592502	HLJ-36	mandarin duck	Anseriformes	ANS	East Asia	China	X	X	X	2005
II	VIId	FJ480777	HLJ028	mandarin duck	Anseriformes	ANS	East Asia	China	X	X	X	2006
II	VIId	FJ872531	Fuian/FP1	muscovy duck	Anseriformes	ANS	East Asia	China	X	X	X	2002
II	VIId	EF175145	PX2	muscovy duck	Anseriformes	ANS	East Asia	China	X	X	X	2003
II	VIId	FJ480778	HLJ052	white-fronted goose	Anseriformes	ANS	East Asia	China	X	X	X	2006
II	VIId	EF128054	JS-1	wild duck	Anseriformes	ANS	East Asia	China	X	X	X	2006
II	VIId	EF128055	JS-2	wild duck	Anseriformes	ANS	East Asia	China	X	X	X	2006
II	VIId	EF128053	JS-3	wild duck	Anseriformes	ANS	East Asia	China	X	X	X	2006
II	VIId	KU295450	Juper	chicken	Galliformes	CHI	Europe	Bulgaria	X	X	X	2006
II	VIId	KU710269	Vodniantsi	chicken	Galliformes	CHI	Europe	Bulgaria	X	X	X	2006
II	VIId	KU710271	Kravoder	chicken	Galliformes	CHI	Europe	Bulgaria	X	X	X	2007
II	VIId	KU295451	Moravitsa	chicken	Galliformes	CHI	Europe	Bulgaria	X	X	X	2007
II	VIId	KU710270	Smolianovtsi	chicken	Galliformes	CHI	Europe	Bulgaria	X	X	X	2007
II	VIId	KU710273	Kardam	chicken	Galliformes	CHI	Europe	Bulgaria	X	X	X	2008
II	VIId	KU710274	Kazatsite	chicken	Galliformes	CHI	Europe	Bulgaria	X	X	X	2008
II	VIId	KU710272	LiliashkaMogila	chicken	Galliformes	CHI	Europe	Bulgaria	X	X	X	2008
II	VIId	KU710276	Mamarchevo	chicken	Galliformes	CHI	Europe	Bulgaria	X	X	X	2009
II	VIId	KU710275	Vozhdovo	chicken	Galliformes	CHI	Europe	Bulgaria	X	X	X	2009
II	VIId	FJ608343	GM/Shandong	chicken	Galliformes	CHI	East Asia	China	X	X	X	2001
II	VIId	DQ227248	Shandong/SGM	chicken	Galliformes	CHI	East Asia	China	X	X	X	2001
II	VIId	DQ485229	Guangxi/7	chicken	Galliformes	CHI	East Asia	China	X	X	X	2002
II	VIId	DQ485260	Guangxi6	chicken	Galliformes	CHI	East Asia	China	X	X	X	2002
II	VIId	EF579732	Shandong/DG	chicken	Galliformes	CHI	East Asia	China	X	X	X	2002
II	VIId	DQ363535	Shandong/SF	chicken	Galliformes	CHI	East Asia	China	X	X	X	2002
II	VIId	FJ480806	JL/4	chicken	Galliformes	CHI	East Asia	China	X	X	X	2003
II	VIId	DQ227251	Shandong/SKY	chicken	Galliformes	CHI	East Asia	China	X	X	X	2003
II	VIId	DQ227253	Shandong/SPY	chicken	Galliformes	CHI	East Asia	China	X	X	X	2003
II	VIId	FJ608334	WN/Tianin	chicken	Galliformes	CHI	East Asia	China	X	X	X	2003
II	VIId	EU258639	4011	chicken	Galliformes	CHI	East Asia	China	X	X	X	2004
II	VIId	DQ485269	Guangxi13	chicken	Galliformes	CHI	East Asia	China	X	X	X	2004
II	VIId	EU583503	Hebei	chicken	Galliformes	CHI	East Asia	China	X	X	X	2004
II	VIId	FJ480798	HN/1	chicken	Galliformes	CHI	East Asia	China	X	X	X	2004
II	VIId	EF579733	Shandong/Pyan	chicken	Galliformes	CHI	East Asia	China	X	X	X	2004
II	VIId	FJ480813	NX/1	chicken	Galliformes	CHI	East Asia	China	X	X	X	2005
II	VIId	DQ363536	Tianjin/TJ	chicken	Galliformes	CHI	East Asia	China	X	X	X	2005
II	VIId	KU140419	ck/LHLJ/1/06	chicken	Galliformes	CHI	East Asia	China	X	X	X	2006
II	VIId	GQ245785	HA-9	chicken	Galliformes	CHI	East Asia	China	X	X	X	2006
II	VIId	KC542895	Hebei/01	chicken	Galliformes	CHI	East Asia	China	X	X	X	2006
II	VIId	FJ480790	HLJ/1	chicken	Galliformes	CHI	East Asia	China	X	X	X	2006
II	VIId	FJ480792	HLJ/2	chicken	Galliformes	CHI	East Asia	China	X	X	X	2006
II	VIId	FJ480809	LN/1	chicken	Galliformes	CHI	East Asia	China	X	X	X	2006
II	VIId	FJ480810	LN/2	chicken	Galliformes	CHI	East Asia	China	X	X	X	2006
II	VIId	FJ480812	LN/4	chicken	Galliformes	CHI	East Asia	China	X	X	X	2006
II	VIId	FJ480818	NX/5	chicken	Galliformes	CHI	East Asia	China	X	X	X	2006
II	VIId	FJ217665	sc03	chicken	Galliformes	CHI	East Asia	China	X	X	X	2006
II	VIId	FJ217666	sc05	chicken	Galliformes	CHI	East Asia	China	X	X	X	2006
II	VIId	FJ480819	SD/1	chicken	Galliformes	CHI	East Asia	China	X	X	X	2006
II	VIId	KJ525685	SD/YS	chicken	Galliformes	CHI	East Asia	China	X	X	X	2006
II	VIId	EU597811	SHY	chicken	Galliformes	CHI	East Asia	China	X	X	X	2006
II	VIId	FJ011448	TZ0601	chicken	Galliformes	CHI	East Asia	China	X	X	X	2006
II	VIId	EU258642	7011	chicken	Galliformes	CHI	East Asia	China	X	X	X	2007
II	VIId	GQ245780	AN-9	chicken	Galliformes	CHI	East Asia	China	X	X	X	2007
II	VIId	GQ245786	HA-13	chicken	Galliformes	CHI	East Asia	China	X	X	X	2007
II	VIId	GQ245787	HA-14	chicken	Galliformes	CHI	East Asia	China	X	X	X	2007
II	VIId	GQ245788	HA-15	chicken	Galliformes	CHI	East Asia	China	X	X	X	2007
II	VIId	GQ245783	HA-2	chicken	Galliformes	CHI	East Asia	China	X	X	X	2007
II	VIId	GQ245789	HA-20	chicken	Galliformes	CHI	East Asia	China	X	X	X	2007
II	VIId	FJ480791	HLJ/1	chicken	Galliformes	CHI	East Asia	China	X	X	X	2007
II	VIId	GQ245790	HN-6	chicken	Galliformes	CHI	East Asia	China	X	X	X	2007
II	VIId	FJ480799	HN/1	chicken	Galliformes	CHI	East Asia	China	X	X	X	2007
II	VIId	FJ011442	HNDY	chicken	Galliformes	CHI	East Asia	China	X	X	X	2007
II	VIId	KJ525706	SD/DZ	chicken	Galliformes	CHI	East Asia	China	X	X	X	2007
II	VIId	HM748944	SD2	chicken	Galliformes	CHI	East Asia	China	X	X	X	2007
II	VIId	FJ011441	SDCX	chicken	Galliformes	CHI	East Asia	China	X	X	X	2007
II	VIId	FJ011443	SDMH	chicken	Galliformes	CHI	East Asia	China	X	X	X	2007
II	VIId	GQ245792	SY-17	chicken	Galliformes	CHI	East Asia	China	X	X	X	2007
II	VIId	KC542897	Tianjin/01	chicken	Galliformes	CHI	East Asia	China	X	X	X	2007
II	VIId	KC542898	Tianjin/02	chicken	Galliformes	CHI	East Asia	China	X	X	X	2007
II	VIId	FJ608336	ZSM/Hebei	chicken	Galliformes	CHI	East Asia	China	X	X	X	2007
II	VIId	GQ245781	CZ-8	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
II	VIId	FJ608345	DFZD/Jilin	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
II	VIId	GQ245782	DT-3	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
II	VIId	GQ245784	HA-4-08	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
II	VIId	FJ608349	LGQQ/Liaoning	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
II	VIId	KC542900	Liaoning/01	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
II	VIId	GU166154	ND-XX	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
II	VIId	KJ600785	SD/128	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
II	VIId	KJ525702	SD/KD1	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
II	VIId	KJ525717	SD/MH	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
II	VIId	HM748945	SD2	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
II	VIId	HM748946	SD3	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
II	VIId	FJ426563	SDWF01	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
II	VIId	GQ245791	SN-5	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
II	VIId	FJ608351	YZCQ/Liaoning	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
II	VIId	KC292514	F72	chicken	Galliformes	CHI	East Asia	China	X	X	X	2010
II	VIId	KC292517	FH2	chicken	Galliformes	CHI	East Asia	China	X	X	X	2010
II	VIId	JX519467	JSX1	chicken	Galliformes	CHI	East Asia	China	X	X	X	2010
II	VIId	KJ450979	ShanDong/024	chicken	Galliformes	CHI	East Asia	China	X	X	X	2010
II	VIId	JQ013861	JS-07	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIId	JQ013864	JS-10	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIId	JN400896	SDSG01	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIId	KC461214	TC/9	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIId	KC542902	Beijing/01	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIId	JQ894778	HBHD01	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIId	KJ525690	SD/YT	chicken	Galliformes	CHI	East Asia	China	X	X	X	2013
II	VIId	KF208469	SD883	chicken	Galliformes	CHI	East Asia	China	X	X	X	2013
II	VIId	KU200251	Heilongjiang/FY06	chicken	Galliformes	CHI	East Asia	China	X	X	X	2015
II	VIId	JN872164	440620	chicken	Galliformes	CHI	South America	Colombia	X	X	X	2006
II	VIId	KJ865717	14402-17	chicken	Galliformes	CHI	South America	Colombia	X	X	X	2008
II	VIId	KJ865715	12129-14	chicken	Galliformes	CHI	South America	Colombia	X	X	X	2009
II	VIId	KJ865694	1326-13207	chicken	Galliformes	CHI	South America	Colombia	X	X	X	2009
II	VIId	KJ865699	1326-13563	chicken	Galliformes	CHI	South America	Colombia	X	X	X	2009
II	VIId	KJ865700	1326-13919	chicken	Galliformes	CHI	South America	Colombia	X	X	X	2009
II	VIId	KJ865701	1326-14301	chicken	Galliformes	CHI	South America	Colombia	X	X	X	2009
II	VIId	KJ865702	1326-14322	chicken	Galliformes	CHI	South America	Colombia	X	X	X	2009
II	VIId	KJ865713	5728-17	chicken	Galliformes	CHI	South America	Colombia	X	X	X	2009
II	VIId	KJ865707	2420-06	chicken	Galliformes	CHI	South America	Colombia	X	X	X	2010
II	VIId	JN986838	ZA/AL495	chicken	Galliformes	CHI	Africa	South Africa	X	X	X	2004
II	VIId	KF442615	8100426	chicken	Galliformes	CHI	Africa	South Africa	X	X	X	2008
II	VIId	KY404087	KR-005/00	chicken	Galliformes	CHI	East Asia	South Korea	X	X	X	2013
II	VIId	KU710278	LypovaDolyna	chicken	Galliformes	CHI	Europe	Ukraine	X	X	X	2002
II	VIId	KU710279	Lugansk	chicken	Galliformes	CHI	Europe	Ukraine	X	X	X	2003
II	VIId	KU295454	Lyubotyn/961	chicken	Galliformes	CHI	Europe	Ukraine	X	X	X	2003
II	VIId	KJ914673	Ivano-Frankivsk/58	chicken	Galliformes	CHI	Europe	Ukraine	X	X	X	2007
II	VIId	KU295453	Kharkiv/66/960	chicken	Galliformes	CHI	Europe	Ukraine	X	X	X	2007
II	VIId	KU295455	Bashtanivske/20-02/962	chicken	Galliformes	CHI	Europe	Ukraine	X	X	X	2013
II	VIId	JQ319052	7	chicken	Galliformes	CHI	South America	Venezuela	X	X	X	2009
II	VIId	GU227738	Serbia/749	dove	Columbiformes	COL	Europe	Serbia	X	X	X	2007
II	VIId	KU710277	Simferopol/2-26	pigeon	Columbiformes	COL	Europe	Ukraine	X	X	X	2011
II	VIId	KJ865706	2077-26	fighting rooster	Galliformes	GAL	South America	Colombia	X	X	X	2009
II	VIId	KF792023	832497	turkey	Galliformes	GAL	Middle East	Israel	X	X	X	2009
II	VIId	AY253912	YN-PA01	parrot	Psittaciformes	PSI	East Asia	China	X	X	X	2001
II	VIId	KC853019	Shaanxi	crested ibis	Pelecaniformes	UN	East Asia	China	X	X	X	2006
II	VIId	AF364835	98-3	fowl	Unspecified	UN	East Asia	China	X	X	X	1998
II	VIId	AF358787		fowl	Unspecified	UN	East Asia	China	X	X	X	1999
II	VIId	AF358788		fowl	Unspecified	UN	East Asia	China	X	X	X	2000
II	VIId	EU702438	sc03	fowl	Unspecified	UN	East Asia	China	X	X	X	2006
II	VIId	KT889365	mNDV-01-HLJ	mink	Mammal	UN	East Asia	China	X	X	X	2014
II	VIId	DQ080015	Beijing	penguin	Sphenisciformes	UN	East Asia	China	X	X	X	1999
II	VIId	JN599167	BP01	penguin	Sphenisciformes	UN	East Asia	China	X	X	X	1999
II	VIId	GU227739	Serbia/1038	sparrowhawk	Accipitriformes	UN	Europe	Serbia	X	X	X	2007
II	VIId	FJ480788	HLJ001	wild bird	Unspecified	UN	East Asia	China	X	X	X	2006
II	VIId	EU140947	SNU-0202		Unspecified	UN	East Asia	South Korea	X	X	X	2000
II	VIId	EU140948	KBNP-4152		Unspecified	UN	East Asia	South Korea	X	X	X	2004
II	VIId	EU140949	SNU-5070		Unspecified	UN	East Asia	South Korea	X	X	X	2005
II	VIId	EU140950	SNU-5074		Unspecified	UN	East Asia	South Korea	X	X	X	2005
II	VIIe	GU332646	LongBien/78	duck	Anseriformes	ANS	Southeast Asia	Vietnam	X	X	X	2002
II	VIIe	KJ782375	GD-QY	goose	Anseriformes	ANS	East Asia	China	X	X	X	1997
II	VIIe	AF456437	GD/1	goose	Anseriformes	ANS	East Asia	China	X	X	X	1998
II	VIIe	DQ659677	NA1	goose	Anseriformes	ANS	East Asia	China	X	X	X	1999
II	VIIe	FJ480822	HLJ/1	goose	Anseriformes	ANS	East Asia	China	X	X	X	2006
II	VIIe	KJ607169	LHLJ/1	goose	Anseriformes	ANS	East Asia	China	X	X	X	2006
II	VIIe	KM408752	MHK-1	goose	Anseriformes	ANS	East Asia	China	X	X	X	2010
II	VIIe	KJ528559	NA-1M	goose	Anseriformes	ANS	East Asia	China	X	X	X	2014
II	VIIe	AF162714	GPMY/QY97-1	goose	Anseriformes	ANS	East Asia	China	X	X	X	1997
II	VIIe	this study	Vietnam/483	goose	Anseriformes	ANS	Southeast Asia	Vietnam	X	X	X	2002
II	VIIe	DQ485256	Guangxi2	chicken	Galliformes	CHI	East Asia	China	X	X	X	2000
II	VIIe	DQ485258	Guangxi4	chicken	Galliformes	CHI	East Asia	China	X	X	X	2000
II	VIIe	DQ067447	GX1	chicken	Galliformes	CHI	East Asia	China	X	X	X	2000
II	VIIe	JX193075	Guangxi14	chicken	Galliformes	CHI	East Asia	China	X	X	X	2002
II	VIIe	DQ363537	Shandong/Jlan/04	chicken	Galliformes	CHI	East Asia	China	X	X	X	2004
II	VIIe	KU200244	Jilin/CY01	chicken	Galliformes	CHI	East Asia	China	X	X	X	2014
II	VIIe	KU200243	Jilin/LY02	chicken	Galliformes	CHI	East Asia	China	X	X	X	2014
II	VIIe	KU200246	Jilin/YJ05	chicken	Galliformes	CHI	East Asia	China	X	X	X	2015
II	VIIe	this study	SV-03-1907.5	chicken	Galliformes	CHI	East Asia	Hong Kong	X	X	X	2003
II	VIIe	this study	SV-03-1933.5	chicken	Galliformes	CHI	East Asia	Hong Kong	X	X	X	2003
II	VIIe	AB853927	Ibaraki/SG106	chicken	Galliformes	CHI	East Asia	Japan	X	X	X	1999
II	VIIe	AB853930	Chiba/BY103	chicken	Galliformes	CHI	East Asia	Japan	X	X	X	2001
II	VIIe	AB853329	Fukushima/NYF-3	chicken	Galliformes	CHI	East Asia	Japan	X	X	X	2002
II	VIIe	AB853929	Miyagi/AGT	chicken	Galliformes	CHI	East Asia	Japan	X	X	X	2002
II	VIIe	AF358786	TW	chicken	Galliformes	CHI	East Asia	Taiwan	X	X	X	2000
II	VIIe	this study	Vietnam/482	chicken	Galliformes	CHI	Southeast Asia	Vietnam	X	X	X	2002
II	VIIe	this study	Vietnam/485	chicken	Galliformes	CHI	Southeast Asia	Vietnam	X	X	X	2002
II	VIIe	KU200248	Heilongjiang/LS03	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2014
II	VIIe	KU200247	Heilongjiang/TL03	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2015
II	VIIe	this study	Vietnam/484	pigeon	Columbiformes	COL	Southeast Asia	Vietnam	X	X	X	2002
II	VIIe	KU200245	Jilin/JY02	quail	Galliformes	GAL	East Asia	China	X	X	X	2015
II	VIIe	GU332647	environmental-fecal/480	environment	Unspecified	UN	Southeast Asia	Vietnam	X	X	X	2002
II	VIIf	DQ227246	Jiangsu/JS02	goose	Anseriformes	ANS	East Asia	China	X	X	X	1999
II	VIIf	DQ858357	Jiangsu/YG	goose	Anseriformes	ANS	East Asia	China	X	X	X	2003
II	VIIf	HQ917080	Guangxi/1	goose	Anseriformes	ANS	East Asia	China	X	X	X	2008
II	VIIf	AF458013	JS-2	chicken	Galliformes	CHI	East Asia	China	X	X	X	1998
II	VIIf	AF458010	JS-3	chicken	Galliformes	CHI	East Asia	China	X	X	X	2000
II	VIIf	DQ227254	Broiler/Shandong/SWS/03	chicken	Galliformes	CHI	East Asia	China	X	X	X	2003
II	VIIf	GQ338309	18	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2003
II	VIIf	GQ338310	44	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2003
II	VIIf	AY028995	A7	fowl	Unspecified	UN	East Asia	China	X	X	X	1996
II	VIIh	KT760569	Yunnan/1200	goose	Anseriformes	ANS	East Asia	China	X	X	X	2013
II	VIIh	AB605247	Bali-1/7	chicken	Galliformes	CHI	Southeast Asia	Bali	X	X	X	2007
II	VIIh	HQ697261	bali/020/10	chicken	Galliformes	CHI	Southeast Asia	Bali	X	X	X	2010
II	VIIh	KU175230	Guizhou/1031	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
